1990;Frodo
1321;long
1306;Gandalf
1290;Sam
1206;great
923;Bilbo
895;time
808;dark
716;Aragorn
705;light
696;eyes
685;Pippin
684;looked
668;thought
602;night
591;good
582;heard
567;left
555;hand
554;day
549;stood
548;Merry
534;men
511;trees
508;passed
492;hobbits
488;Gollum
474;road
469;fell
464;don
